Order Number	Country	Product	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Sales	COGS	Profit	Date
478-407-413	Japan	Luxe	" £1,182 "	 £260.00 	 £12.00 	" £14,184.00 "	" £9,959.40 "	" £10,561.50 "	-£602.10 	1/4/2019
496-524-454	Brazil	Luxe	" £1,221 "	 £260.00 	 £20.00 	" £24,420.00 "	" £20,342.00 "	" £20,390.00 "	-£48.00 	1/5/2019
515-395-443	India	Luxe	 £963 	 £260.00 	 £12.00 	" £11,556.00 "	" £8,467.20 "	" £7,722.00 "	 £745.20 	1/8/2019
778-427-548	Japan	Luxe	" £3,243 "	 £260.00 	 £350.00 	" £1,135,050.00 "	" £1,110,305.00 "	" £183,820.00 "	" £926,485.00 "	1/9/2019
709-536-337	United Kingdom	Luxe	" £1,120 "	 £260.00 	 £15.00 	" £16,800.00 "	" £13,692.00 "	" £20,720.00 "	"-£7,028.00 "	1/12/2019
784-492-462	United Kingdom	Luxe	" £1,174 "	 £260.00 	 £300.00 	" £352,200.00 "	" £326,610.00 "	" £213,250.00 "	" £113,360.00 "	1/12/2019
482-672-505	United Kingdom	Kensington	" £2,541 "	 £3.00 	 £12.00 	" £30,492.00 "	" £28,910.64 "	" £3,594.00 "	" £25,316.64 "	1/10/2018
770-584-538	United Kingdom	Vermont	" £3,246 "	 £10.00 	 £7.00 	" £22,722.00 "	" £20,772.36 "	" £12,660.00 "	" £8,112.36 "	1/4/2019
578-603-518	United Kingdom	Vermont	" £1,531 "	 £10.00 	 £12.00 	" £18,372.00 "	" £16,790.64 "	" £3,594.00 "	" £13,196.64 "	1/10/2018
754-529-291	Japan	Burlington	" £2,526 "	 £120.00 	 £15.00 	" £37,890.00 "	" £37,256.40 "	" £3,840.00 "	" £33,416.40 "	1/1/2019
747-555-449	India	Burlington	" £1,136 "	 £120.00 	 £12.00 	" £13,632.00 "	" £13,008.96 "	" £1,416.00 "	" £11,592.96 "	1/10/2019
565-483-293	United States of America	Mandarin	" £1,983 "	 £250.00 	 £7.00 	" £13,881.00 "	" £12,665.17 "	" £7,895.00 "	" £4,770.17 "	1/3/2019
706-681-491	Brazil	Mandarin	" £3,259 "	 £250.00 	 £12.00 	" £39,108.00 "	" £37,781.40 "	" £3,015.00 "	" £34,766.40 "	1/9/2018
537-559-339	United States of America	Luxe	" £3,267 "	 £260.00 	 £15.00 	" £49,005.00 "	" £43,725.83 "	" £31,995.00 "	" £11,730.83 "	1/7/2019
488-529-497	India	Luxe	" £2,454 "	 £260.00 	 £12.00 	" £29,448.00 "	" £28,824.96 "	" £1,416.00 "	" £27,408.96 "	1/10/2019
574-420-310	Japan	Kensington	" £2,643 "	 £3.00 	 £12.00 	" £31,716.00 "	" £29,159.16 "	" £5,811.00 "	" £23,348.16 "	1/2/2019
722-505-528	India	Kensington	 £383 	 £3.00 	 £350.00 	" £134,050.00 "	" £103,558.00 "	" £205,920.00 "	"-£102,362.00 "	1/3/2019
758-407-554	India	Kensington	" £2,801 "	 £3.00 	 £300.00 	" £840,300.00 "	" £747,537.00 "	" £702,750.00 "	" £44,787.00 "	1/7/2019
708-510-499	United Kingdom	Kensington	" £1,667 "	 £3.00 	 £125.00 	" £208,375.00 "	" £174,811.25 "	" £292,920.00 "	"-£118,108.75 "	1/10/2019
740-570-515	Japan	Kensington	" £3,539 "	 £3.00 	 £15.00 	" £53,085.00 "	" £50,511.00 "	" £15,600.00 "	" £34,911.00 "	1/11/2018
687-576-459	Brazil	Kensington	" £4,226 "	 £3.00 	 £7.00 	" £29,582.00 "	" £27,498.38 "	" £13,530.00 "	" £13,968.38 "	1/11/2018
534-665-424	India	Royal Oak	" £2,220 "	 £5.00 	 £350.00 	" £777,000.00 "	" £747,509.00 "	" £199,160.00 "	" £548,349.00 "	1/1/2019
628-605-480	India	Royal Oak	 £776 	 £5.00 	 £20.00 	" £15,520.00 "	" £8,937.60 "	" £29,920.00 "	"-£20,982.40 "	1/10/2018
735-434-470	Brazil	Royal Oak	 £553 	 £5.00 	 £15.00 	" £8,295.00 "	" £4,735.95 "	" £21,570.00 "	"-£16,834.05 "	1/12/2019
510-561-333	Japan	Vermont	" £2,107 "	 £10.00 	 £300.00 	" £632,100.00 "	" £603,291.00 "	" £218,250.00 "	" £385,041.00 "	1/1/2019
753-613-498	Brazil	Vermont	" £2,468 "	 £10.00 	 £20.00 	" £49,360.00 "	" £46,891.60 "	" £11,220.00 "	" £35,671.60 "	1/3/2019
584-572-388	Japan	Vermont	" £1,905 "	 £10.00 	 £350.00 	" £666,750.00 "	" £585,726.75 "	" £547,170.00 "	" £38,556.75 "	1/7/2019
578-572-472	Japan	Vermont	" £3,658 "	 £10.00 	 £12.00 	" £43,896.00 "	" £38,581.68 "	" £12,078.00 "	" £26,503.68 "	1/7/2019
589-687-405	United Kingdom	Vermont	" £4,301 "	 £10.00 	 £12.00 	" £51,612.00 "	" £48,410.34 "	" £7,276.50 "	" £41,133.84 "	1/7/2019
613-556-367	Japan	Vermont	" £2,446 "	 £10.00 	 £20.00 	" £48,920.00 "	" £43,653.20 "	" £23,940.00 "	" £19,713.20 "	1/8/2019
566-487-385	Brazil	Vermont	" £4,209 "	 £10.00 	 £15.00 	" £63,135.00 "	" £59,861.40 "	" £19,840.00 "	" £40,021.40 "	1/8/2019
666-660-509	United Kingdom	Vermont	" £3,353 "	 £10.00 	 £125.00 	" £419,125.00 "	" £385,561.25 "	" £292,920.00 "	" £92,641.25 "	1/10/2019
598-584-510	India	Vermont	" £1,401 "	 £10.00 	 £20.00 	" £28,020.00 "	" £21,437.60 "	" £29,920.00 "	"-£8,482.40 "	1/10/2018
702-563-301	Japan	Vermont	" £1,865 "	 £10.00 	 £300.00 	" £559,500.00 "	" £514,422.00 "	" £341,500.00 "	" £172,922.00 "	1/11/2019
515-398-425	United Kingdom	Burlington	 £463 	 £120.00 	 £20.00 	" £9,260.00 "	" £3,089.00 "	" £28,050.00 "	"-£24,961.00 "	1/9/2018
749-497-321	Brazil	Burlington	" £4,177 "	 £120.00 	 £15.00 	" £62,655.00 "	" £61,574.25 "	" £6,550.00 "	" £55,024.25 "	1/9/2018
762-458-461	Brazil	Burlington	" £2,523 "	 £120.00 	 £350.00 	" £883,050.00 "	" £869,806.00 "	" £89,440.00 "	" £780,366.00 "	1/10/2018
497-570-317	Japan	Burlington	" £1,930 "	 £120.00 	 £7.00 	" £13,510.00 "	" £12,117.84 "	" £9,040.00 "	" £3,077.84 "	1/11/2019
772-580-297	United Kingdom	Mandarin	" £1,301 "	 £250.00 	 £12.00 	" £15,612.00 "	" £13,323.12 "	" £5,202.00 "	" £8,121.12 "	1/1/2019
589-391-527	Brazil	Mandarin	" £4,125 "	 £250.00 	 £125.00 	" £515,625.00 "	" £508,007.50 "	" £66,480.00 "	" £441,527.50 "	1/1/2019
522-559-551	Japan	Mandarin	 £607 	 £250.00 	 £20.00 	" £12,140.00 "	" £5,683.00 "	" £29,350.00 "	"-£23,667.00 "	1/11/2018
470-612-329	India	Luxe	 £478 	 £260.00 	 £125.00 	" £59,750.00 "	" £16,231.25 "	" £379,800.00 "	"-£363,568.75 "	1/1/2019
610-607-379	Brazil	Luxe	" £4,489 "	 £260.00 	 £20.00 	" £89,780.00 "	" £83,996.20 "	" £26,290.00 "	" £57,706.20 "	1/1/2019
638-448-495	United Kingdom	Luxe	" £1,504 "	 £260.00 	 £125.00 	" £188,000.00 "	" £168,296.25 "	" £171,960.00 "	"-£3,663.75 "	1/5/2019
596-517-358	Brazil	Luxe	" £3,763 "	 £260.00 	 £125.00 	" £470,375.00 "	" £457,353.75 "	" £113,640.00 "	" £343,713.75 "	1/9/2018
584-634-316	Brazil	Luxe	" £2,412 "	 £260.00 	 £350.00 	" £844,200.00 "	" £830,956.00 "	" £89,440.00 "	" £741,516.00 "	1/10/2018
780-489-533	Brazil	Luxe	" £2,342 "	 £260.00 	 £15.00 	" £35,130.00 "	" £31,570.95 "	" £21,570.00 "	" £10,000.95 "	1/12/2019
738-670-539	United States of America	Vermont	" £4,451 "	 £10.00 	 £7.00 	" £31,157.00 "	" £30,864.40 "	" £1,900.00 "	" £28,964.40 "	1/9/2018
456-488-319	Brazil	Kensington	" £3,796 "	 £3.00 	 £350.00 	" £1,328,600.00 "	" £1,291,388.00 "	" £230,360.00 "	" £1,061,028.00 "	1/6/2019
713-517-323	Japan	Kensington	" £2,286 "	 £3.00 	 £125.00 	" £285,750.00 "	" £249,510.00 "	" £289,920.00 "	"-£40,410.00 "	1/9/2018
490-515-498	Brazil	Kensington	" £3,614 "	 £3.00 	 £125.00 	" £451,750.00 "	" £419,410.00 "	" £258,720.00 "	" £160,690.00 "	1/10/2019
470-390-410	Japan	Kensington	" £1,716 "	 £3.00 	 £15.00 	" £25,740.00 "	" £20,899.80 "	" £26,890.00 "	"-£5,990.20 "	1/11/2019
488-558-437	United States of America	Royal Oak	" £1,301 "	 £5.00 	 £15.00 	" £19,515.00 "	" £18,296.40 "	" £6,770.00 "	" £11,526.40 "	1/3/2019
585-421-301	United Kingdom	Royal Oak	" £4,175 "	 £5.00 	 £300.00 	" £1,252,500.00 "	" £1,188,672.00 "	" £443,250.00 "	" £745,422.00 "	1/4/2019
476-686-439	Brazil	Royal Oak	 £975 	 £5.00 	 £7.00 	" £6,825.00 "	" £4,792.20 "	" £12,100.00 "	"-£7,307.80 "	1/9/2019
499-610-306	Japan	Royal Oak	" £1,154 "	 £5.00 	 £7.00 	" £8,078.00 "	" £5,781.44 "	" £13,670.00 "	"-£7,888.56 "	1/10/2019
750-412-552	Brazil	Royal Oak	" £1,873 "	 £5.00 	 £20.00 	" £37,460.00 "	" £33,344.00 "	" £17,150.00 "	" £16,194.00 "	1/10/2018
767-395-535	United Kingdom	Royal Oak	" £3,766 "	 £5.00 	 £300.00 	" £1,129,800.00 "	" £1,087,104.00 "	" £296,500.00 "	" £790,604.00 "	1/12/2018
685-468-481	United States of America	Vermont	" £3,558 "	 £10.00 	 £300.00 	" £1,067,400.00 "	" £941,580.00 "	" £873,750.00 "	" £67,830.00 "	1/1/2019
736-516-385	Brazil	Vermont	" £3,156 "	 £10.00 	 £350.00 	" £1,104,600.00 "	" £1,067,388.00 "	" £230,360.00 "	" £837,028.00 "	1/6/2019
768-456-495	Brazil	Vermont	" £2,994 "	 £10.00 	 £125.00 	" £374,250.00 "	" £341,910.00 "	" £258,720.00 "	" £83,190.00 "	1/10/2019
498-464-552	Brazil	Vermont	" £2,087 "	 £10.00 	 £20.00 	" £41,740.00 "	" £39,568.00 "	" £9,050.00 "	" £30,518.00 "	1/10/2019
752-657-454	Brazil	Vermont	" £1,056 "	 £10.00 	 £20.00 	" £21,120.00 "	" £17,004.00 "	" £17,150.00 "	-£146.00 	1/10/2018
710-478-397	United Kingdom	Vermont	" £1,353 "	 £10.00 	 £350.00 	" £473,550.00 "	" £406,602.00 "	" £414,440.00 "	"-£7,838.00 "	1/11/2019
518-649-515	India	Vermont	 £416 	 £10.00 	 £300.00 	" £124,800.00 "	" £75,876.00 "	" £339,750.00 "	"-£263,874.00 "	1/11/2019
735-601-457	Brazil	Vermont	" £3,880 "	 £10.00 	 £300.00 	" £1,164,000.00 "	" £1,086,600.00 "	" £537,500.00 "	" £549,100.00 "	1/11/2019
779-568-446	Brazil	Vermont	 £809 	 £10.00 	 £350.00 	" £283,150.00 "	" £232,876.00 "	" £311,220.00 "	"-£78,344.00 "	1/11/2019
509-577-432	Brazil	Vermont	" £1,892 "	 £10.00 	 £15.00 	" £28,380.00 "	" £27,696.00 "	" £3,800.00 "	" £23,896.00 "	1/12/2018
775-459-329	Brazil	Vermont	" £2,072 "	 £10.00 	 £20.00 	" £41,440.00 "	" £38,480.80 "	" £12,330.00 "	" £26,150.80 "	1/12/2019
461-511-304	Brazil	Burlington	" £3,052 "	 £120.00 	 £350.00 	" £1,068,200.00 "	" £1,009,610.00 "	" £362,700.00 "	" £646,910.00 "	1/7/2019
548-546-415	United States of America	Burlington	" £3,121 "	 £120.00 	 £350.00 	" £1,092,350.00 "	" £1,050,938.00 "	" £256,360.00 "	" £794,578.00 "	1/10/2019
457-409-445	Brazil	Burlington	" £2,059 "	 £120.00 	 £20.00 	" £41,180.00 "	" £39,008.00 "	" £9,050.00 "	" £29,958.00 "	1/10/2019
526-679-362	Japan	Mandarin	" £4,254 "	 £250.00 	 £12.00 	" £51,048.00 "	" £48,011.04 "	" £6,327.00 "	" £41,684.04 "	1/5/2019
476-610-525	United Kingdom	Mandarin	" £1,293 "	 £250.00 	 £15.00 	" £19,395.00 "	" £12,420.90 "	" £38,745.00 "	"-£26,324.10 "	1/7/2019
504-681-546	Japan	Mandarin	" £1,293 "	 £250.00 	 £350.00 	" £452,550.00 "	" £426,384.00 "	" £161,980.00 "	" £264,404.00 "	1/9/2018
683-513-348	United States of America	Mandarin	 £230 	 £250.00 	 £350.00 	" £80,500.00 "	" £39,088.00 "	" £256,360.00 "	"-£217,272.00 "	1/10/2019
625-533-388	United States of America	Mandarin	" £1,723 "	 £250.00 	 £125.00 	" £215,375.00 "	" £179,570.00 "	" £286,440.00 "	"-£106,870.00 "	1/11/2019
640-442-461	Brazil	Mandarin	 £240 	 £250.00 	 £20.00 	" £4,800.00 "	" £1,840.80 "	" £12,330.00 "	"-£10,489.20 "	1/12/2019
564-455-363	United States of America	Luxe	" £2,571 "	 £260.00 	 £350.00 	" £899,850.00 "	" £888,510.00 "	" £70,200.00 "	" £818,310.00 "	1/2/2019
688-454-298	United Kingdom	Luxe	" £1,661 "	 £260.00 	 £7.00 	" £11,627.00 "	" £8,752.94 "	" £17,107.50 "	"-£8,354.56 "	1/7/2019
643-434-407	Japan	Luxe	" £4,474 "	 £260.00 	 £7.00 	" £31,318.00 "	" £29,021.44 "	" £13,670.00 "	" £15,351.44 "	1/10/2019
620-522-346	United States of America	Luxe	 £833 	 £260.00 	 £15.00 	" £12,495.00 "	" £7,908.60 "	" £25,480.00 "	"-£17,571.40 "	1/11/2018
579-536-451	United Kingdom	Kensington	 £674 	 £3.00 	 £20.00 	" £13,480.00 "	" £7,428.40 "	" £25,215.00 "	"-£17,786.60 "	1/1/2019
655-606-304	Brazil	Royal Oak	 £778 	 £5.00 	 £12.00 	" £9,336.00 "	" £5,504.16 "	" £7,983.00 "	"-£2,478.84 "	1/5/2019
504-506-538	India	Vermont	" £1,457 "	 £10.00 	 £20.00 	" £29,140.00 "	" £25,465.60 "	" £15,310.00 "	" £10,155.60 "	1/12/2019
536-408-505	United Kingdom	Mandarin	" £3,158 "	 £250.00 	 £7.00 	" £22,106.00 "	" £20,853.56 "	" £7,455.00 "	" £13,398.56 "	1/3/2019
550-430-292	India	Mandarin	" £4,095 "	 £250.00 	 £20.00 	" £81,900.00 "	" £78,225.60 "	" £15,310.00 "	" £62,915.60 "	1/12/2019
503-595-410	Japan	Luxe	" £3,170 "	 £260.00 	 £12.00 	" £38,040.00 "	" £34,064.16 "	" £8,283.00 "	" £25,781.16 "	1/9/2018
692-614-366	United States of America	Kensington	 £493 	 £3.00 	 £15.00 	" £7,395.00 "	" £2,389.35 "	" £25,670.00 "	"-£23,280.65 "	1/6/2019
486-477-439	United States of America	Mandarin	" £3,286 "	 £250.00 	 £15.00 	" £49,290.00 "	" £44,284.35 "	" £25,670.00 "	" £18,614.35 "	1/6/2019
550-399-548	Japan	Kensington	" £3,563 "	 £3.00 	 £350.00 	" £1,247,050.00 "	" £1,205,053.50 "	" £239,980.00 "	" £965,073.50 "	1/3/2019
661-499-384	United Kingdom	Kensington	" £4,109 "	 £3.00 	 £350.00 	" £1,438,150.00 "	" £1,356,705.00 "	" £465,400.00 "	" £891,305.00 "	1/3/2019
785-648-358	India	Kensington	" £3,653 "	 £3.00 	 £20.00 	" £73,060.00 "	" £71,910.80 "	" £4,420.00 "	" £67,490.80 "	1/9/2018
553-553-362	United States of America	Royal Oak	" £2,203 "	 £5.00 	 £350.00 	" £771,050.00 "	" £726,346.25 "	" £255,450.00 "	" £470,896.25 "	1/1/2019
613-458-377	United States of America	Royal Oak	" £2,924 "	 £5.00 	 £7.00 	" £20,468.00 "	" £19,286.82 "	" £6,490.00 "	" £12,796.82 "	1/2/2019
584-641-322	Brazil	Royal Oak	" £2,650 "	 £5.00 	 £12.00 	" £31,800.00 "	" £30,857.76 "	" £1,812.00 "	" £29,045.76 "	1/6/2019
564-694-420	Brazil	Royal Oak	" £1,194 "	 £5.00 	 £20.00 	" £23,880.00 "	" £18,017.00 "	" £22,550.00 "	"-£4,533.00 "	1/7/2019
747-536-503	Japan	Royal Oak	" £3,366 "	 £5.00 	 £20.00 	" £67,320.00 "	" £64,072.60 "	" £12,490.00 "	" £51,582.60 "	1/10/2019
770-663-356	United States of America	Vermont	" £1,325 "	 £10.00 	 £7.00 	" £9,275.00 "	" £7,965.97 "	" £7,192.50 "	 £773.47 	1/1/2019
488-604-421	India	Vermont	" £4,243 "	 £10.00 	 £300.00 	" £1,272,900.00 "	" £1,241,427.00 "	" £201,750.00 "	" £1,039,677.00 "	1/1/2019
566-420-441	United States of America	Vermont	" £2,887 "	 £10.00 	 £20.00 	" £57,740.00 "	" £50,873.40 "	" £26,410.00 "	" £24,463.40 "	1/2/2019
675-612-409	India	Vermont	" £3,839 "	 £10.00 	 £20.00 	" £76,780.00 "	" £69,739.20 "	" £27,080.00 "	" £42,659.20 "	1/2/2019
667-451-546	Japan	Vermont	" £1,863 "	 £10.00 	 £350.00 	" £652,050.00 "	" £532,294.00 "	" £684,320.00 "	"-£152,026.00 "	1/6/2019
787-400-394	Japan	Vermont	" £2,858 "	 £10.00 	 £125.00 	" £357,250.00 "	" £331,526.25 "	" £189,960.00 "	" £141,566.25 "	1/6/2019
769-557-465	Brazil	Vermont	" £2,868 "	 £10.00 	 £12.00 	" £34,416.00 "	" £33,525.24 "	" £1,713.00 "	" £31,812.24 "	1/7/2019
762-389-336	United Kingdom	Vermont	" £3,805 "	 £10.00 	 £7.00 	" £26,635.00 "	" £24,181.64 "	" £13,480.00 "	" £10,701.64 "	1/8/2019
648-442-496	Japan	Vermont	" £3,914 "	 £10.00 	 £15.00 	" £58,710.00 "	" £55,658.25 "	" £15,650.00 "	" £40,008.25 "	1/10/2019
559-635-337	Japan	Vermont	 £524 	 £10.00 	 £20.00 	" £10,480.00 "	" £7,232.60 "	" £12,490.00 "	"-£5,257.40 "	1/10/2019
661-653-293	India	Vermont	" £3,095 "	 £10.00 	 £350.00 	" £1,083,250.00 "	" £1,067,006.50 "	" £92,820.00 "	" £974,186.50 "	1/11/2019
538-682-398	India	Vermont	" £2,410 "	 £10.00 	 £12.00 	" £28,920.00 "	" £27,339.72 "	" £3,039.00 "	" £24,300.72 "	1/12/2019
608-656-436	United Kingdom	Burlington	" £4,263 "	 £120.00 	 £15.00 	" £63,945.00 "	" £56,149.88 "	" £39,975.00 "	" £16,174.88 "	1/1/2019
517-698-336	Japan	Burlington	" £2,239 "	 £120.00 	 £350.00 	" £783,650.00 "	" £663,894.00 "	" £684,320.00 "	"-£20,426.00 "	1/6/2019
753-613-434	United Kingdom	Burlington	 £569 	 £120.00 	 £7.00 	" £3,983.00 "	" £2,900.10 "	" £5,950.00 "	"-£3,049.90 "	1/6/2019
786-526-315	Brazil	Burlington	" £3,889 "	 £120.00 	 £12.00 	" £46,668.00 "	" £45,725.76 "	" £1,812.00 "	" £43,913.76 "	1/6/2019
668-470-305	India	Burlington	" £1,378 "	 £120.00 	 £15.00 	" £20,670.00 "	" £19,383.00 "	" £6,600.00 "	" £12,783.00 "	1/9/2018
673-488-342	Brazil	Burlington	" £2,253 "	 £120.00 	 £12.00 	" £27,036.00 "	" £26,396.40 "	" £1,230.00 "	" £25,166.40 "	1/10/2019
683-470-537	Brazil	Burlington	" £3,202 "	 £120.00 	 £300.00 	" £960,600.00 "	" £859,005.00 "	" £651,250.00 "	" £207,755.00 "	1/11/2018
701-632-379	India	Burlington	" £3,835 "	 £120.00 	 £12.00 	" £46,020.00 "	" £44,439.72 "	" £3,039.00 "	" £41,400.72 "	1/12/2019
586-443-414	Japan	Mandarin	" £2,487 "	 £250.00 	 £125.00 	" £310,875.00 "	" £285,151.25 "	" £189,960.00 "	" £95,191.25 "	1/6/2019
610-448-420	Japan	Mandarin	" £4,428 "	 £250.00 	 £15.00 	" £66,420.00 "	" £63,368.25 "	" £15,650.00 "	" £47,718.25 "	1/10/2019
643-586-419	Japan	Luxe	" £1,200 "	 £260.00 	 £125.00 	" £150,000.00 "	" £123,041.25 "	" £199,080.00 "	"-£76,038.75 "	1/1/2019
669-633-310	United Kingdom	Luxe	" £2,953 "	 £260.00 	 £7.00 	" £20,671.00 "	" £19,588.10 "	" £5,950.00 "	" £13,638.10 "	1/6/2019
527-486-427	Brazil	Luxe	" £1,453 "	 £260.00 	 £12.00 	" £17,436.00 "	" £16,796.40 "	" £1,230.00 "	" £15,566.40 "	1/10/2019
560-552-359	India	Luxe	 £865 	 £260.00 	 £12.00 	" £10,380.00 "	" £7,618.80 "	" £5,310.00 "	" £2,308.80 "	1/12/2018
679-440-346	Brazil	Kensington	" £1,072 "	 £3.00 	 £20.00 	" £21,440.00 "	" £14,218.80 "	" £25,790.00 "	"-£11,571.20 "	1/4/2019
756-449-404	United States of America	Kensington	" £1,737 "	 £3.00 	 £20.00 	" £34,740.00 "	" £29,859.60 "	" £17,430.00 "	" £12,429.60 "	1/5/2019
495-562-365	United States of America	Kensington	" £1,535 "	 £3.00 	 £7.00 	" £10,745.00 "	" £7,808.92 "	" £14,980.00 "	"-£7,171.08 "	1/10/2018
656-602-376	India	Kensington	" £2,532 "	 £3.00 	 £7.00 	" £17,724.00 "	" £17,449.60 "	" £1,400.00 "	" £16,049.60 "	1/12/2019
712-475-355	United Kingdom	Royal Oak	" £1,765 "	 £5.00 	 £7.00 	" £12,355.00 "	" £12,067.86 "	" £1,465.00 "	" £10,602.86 "	1/2/2019
630-414-428	United States of America	Royal Oak	" £1,567 "	 £5.00 	 £7.00 	" £10,969.00 "	" £8,032.92 "	" £14,980.00 "	"-£6,947.08 "	1/10/2018
629-654-417	India	Vermont	" £2,640 "	 £10.00 	 £15.00 	" £39,600.00 "	" £39,016.20 "	" £2,780.00 "	" £36,236.20 "	1/2/2019
782-455-531	Japan	Vermont	" £3,079 "	 £10.00 	 £20.00 	" £61,580.00 "	" £54,781.60 "	" £24,280.00 "	" £30,501.60 "	1/3/2019
781-555-479	United States of America	Vermont	" £4,130 "	 £10.00 	 £15.00 	" £61,950.00 "	" £58,239.30 "	" £17,670.00 "	" £40,569.30 "	1/9/2019
765-663-555	United Kingdom	Vermont	" £2,938 "	 £10.00 	 £12.00 	" £35,256.00 "	" £32,915.76 "	" £4,179.00 "	" £28,736.76 "	1/10/2019
661-483-341	India	Mandarin	" £3,080 "	 £250.00 	 £7.00 	" £21,560.00 "	" £21,285.60 "	" £1,400.00 "	" £19,885.60 "	1/12/2019
644-563-313	United Kingdom	Luxe	" £1,530 "	 £260.00 	 £12.00 	" £18,360.00 "	" £16,019.76 "	" £4,179.00 "	" £11,840.76 "	1/10/2019
759-454-390	United States of America	Luxe	" £3,537 "	 £260.00 	 £12.00 	" £42,444.00 "	" £39,058.80 "	" £6,045.00 "	" £33,013.80 "	1/12/2018
487-601-443	Brazil	Kensington	" £2,021 "	 £3.00 	 £300.00 	" £606,300.00 "	" £572,658.00 "	" £200,250.00 "	" £372,408.00 "	1/7/2019
618-694-391	United Kingdom	Kensington	" £1,804 "	 £3.00 	 £125.00 	" £225,500.00 "	" £207,597.50 "	" £122,760.00 "	" £84,837.50 "	1/9/2018
464-401-447	Japan	Kensington	" £1,014 "	 £3.00 	 £300.00 	" £304,200.00 "	" £241,368.00 "	" £374,000.00 "	"-£132,632.00 "	1/10/2019
543-669-460	United States of America	Kensington	" £2,913 "	 £3.00 	 £300.00 	" £873,900.00 "	" £831,480.00 "	" £252,500.00 "	" £578,980.00 "	1/10/2019
471-478-357	India	Kensington	 £763 	 £3.00 	 £15.00 	" £11,445.00 "	" £8,267.70 "	" £15,130.00 "	"-£6,862.30 "	1/11/2019
642-545-331	Japan	Kensington	" £1,425 "	 £3.00 	 £15.00 	" £21,375.00 "	" £16,545.00 "	" £23,000.00 "	"-£6,455.00 "	1/12/2019
682-424-554	Brazil	Kensington	" £4,357 "	 £3.00 	 £125.00 	" £544,625.00 "	" £495,257.50 "	" £338,520.00 "	" £156,737.50 "	1/12/2018
537-692-302	Japan	Royal Oak	" £2,138 "	 £5.00 	 £350.00 	" £748,300.00 "	" £639,152.50 "	" £579,150.00 "	" £60,002.50 "	1/1/2019
480-391-550	India	Royal Oak	" £3,825 "	 £5.00 	 £350.00 	" £1,338,750.00 "	" £1,279,999.00 "	" £311,740.00 "	" £968,259.00 "	1/4/2019
561-591-522	Japan	Royal Oak	" £3,393 "	 £5.00 	 £350.00 	" £1,187,550.00 "	" £1,177,750.00 "	" £52,000.00 "	" £1,125,750.00 "	1/5/2019
748-410-321	Japan	Royal Oak	" £2,215 "	 £5.00 	 £7.00 	" £15,505.00 "	" £15,124.76 "	" £1,940.00 "	" £13,184.76 "	1/9/2019
729-459-540	Brazil	Royal Oak	" £2,278 "	 £5.00 	 £7.00 	" £15,946.00 "	" £14,253.54 "	" £8,635.00 "	" £5,618.54 "	1/10/2018
765-505-496	Japan	Royal Oak	 £403 	 £5.00 	 £15.00 	" £6,045.00 "	" £1,215.00 "	" £23,000.00 "	"-£21,785.00 "	1/12/2019
713-570-428	Brazil	Vermont	 £289 	 £10.00 	 £20.00 	" £5,780.00 "	" £5,052.00 "	" £2,600.00 "	" £2,452.00 "	1/2/2019
638-573-360	Japan	Vermont	 £749 	 £10.00 	 £15.00 	" £11,235.00 "	" £6,048.00 "	" £24,700.00 "	"-£18,652.00 "	1/9/2018
662-511-545	Japan	Vermont	 £372 	 £10.00 	 £15.00 	" £5,580.00 "	" £1,919.70 "	" £17,430.00 "	"-£15,510.30 "	1/10/2018
610-412-406	United States of America	Vermont	" £3,781 "	 £10.00 	 £12.00 	" £45,372.00 "	" £40,476.48 "	" £8,742.00 "	" £31,734.48 "	1/10/2019
567-613-524	United Kingdom	Vermont	" £1,785 "	 £10.00 	 £7.00 	" £12,495.00 "	" £10,798.62 "	" £8,655.00 "	" £2,143.62 "	1/10/2019
528-494-346	Japan	Vermont	" £4,029 "	 £10.00 	 £350.00 	" £1,410,150.00 "	" £1,375,850.00 "	" £182,000.00 "	" £1,193,850.00 "	1/11/2019
470-522-529	Japan	Vermont	" £2,813 "	 £10.00 	 £12.00 	" £33,756.00 "	" £30,023.04 "	" £6,666.00 "	" £23,357.04 "	1/11/2018
753-637-414	United States of America	Vermont	" £2,150 "	 £10.00 	 £350.00 	" £752,500.00 "	" £694,827.00 "	" £306,020.00 "	" £388,807.00 "	1/11/2019
720-700-554	United Kingdom	Vermont	" £2,093 "	 £10.00 	 £350.00 	" £732,550.00 "	" £638,372.00 "	" £499,720.00 "	" £138,652.00 "	1/11/2018
579-519-503	Brazil	Burlington	" £4,391 "	 £120.00 	 £125.00 	" £548,875.00 "	" £521,312.50 "	" £189,000.00 "	" £332,312.50 "	1/2/2019
775-530-489	United States of America	Burlington	" £2,695 "	 £120.00 	 £20.00 	" £53,900.00 "	" £52,203.20 "	" £6,060.00 "	" £46,143.20 "	1/4/2019
471-571-423	United States of America	Burlington	" £1,337 "	 £120.00 	 £300.00 	" £401,100.00 "	" £297,780.00 "	" £615,000.00 "	"-£317,220.00 "	1/7/2019
765-535-515	Japan	Burlington	" £2,621 "	 £120.00 	 £300.00 	" £786,300.00 "	" £775,002.00 "	" £67,250.00 "	" £707,752.00 "	1/10/2018
